"","Cytoband","Coefficients","T_val","P_val","cnv_type","Event","Chromosome","Arm","ChrArm","-signedlog(P.adj)","cnv_status","TumorType"
"3377","3q12.3",-39.5010062390123,-1.57824734835072,0.114806591991342,"con","ALL","3","q","3q",-0.618029357363963,1,"BRCA"
"3378","3q13.11",-29.263272821692,-1.15941379100455,0.246548166416557,"con","ALL","3","q","3q",-0.390183003174846,1,"BRCA"
"3379","3q13.12",-14.6731543649172,-0.595293706017557,0.551773987304933,"con","ALL","3","q","3q",-0.151933095083877,1,"BRCA"
"3380","3q13.13",-24.946717511857,-0.986954446984045,0.32388977115749,"con","ALL","3","q","3q",-0.309887769191962,1,"BRCA"
"3381","3q13.2",-15.9074638816598,-0.696026296178508,0.486564652296948,"con","ALL","3","q","3q",-0.187192245013928,1,"BRCA"
"3382","3q13.31",-14.2666159092009,-0.581741447399158,0.560864308016344,"con","ALL","3","q","3q",-0.14894658704197,1,"BRCA"
"3383","3q13.32",-13.997419394546,-0.584122004730131,0.559262280159104,"con","ALL","3","q","3q",-0.149421570963619,1,"BRCA"
"3384","3q13.33",-19.8441686125932,-0.800732752891361,0.423465471540408,"con","ALL","3","q","3q",-0.22770847652539,1,"BRCA"
"3385","3q21.1",-18.2484373531942,-0.759057985258616,0.447986307731557,"con","ALL","3","q","3q",-0.209556083867122,1,"BRCA"
"3386","3q21.2",-23.2669748976617,-0.941725503534939,0.346547356165738,"con","ALL","3","q","3q",-0.288702197851288,1,"BRCA"
"3387","3q21.3",-18.0634474803015,-0.743175983668039,0.457539507537133,"con","ALL","3","q","3q",-0.203351652580472,1,"BRCA"
"3388","3q22.1",-4.81861678236013,-0.192875508631139,0.847093343946804,"con","ALL","3","q","3q",-0.0413083922151714,1,"BRCA"
"3389","3q22.2",-6.35878025840761,-0.263473920671563,0.792236432754095,"con","ALL","3","q","3q",-0.0581330077903367,1,"BRCA"
"3390","3q22.3",-8.91459967910643,-0.369261985541736,0.712006067704677,"con","ALL","3","q","3q",-0.0812873579481946,1,"BRCA"
"3391","3q23",-6.36146846567906,-0.271913545383344,0.785741347136535,"con","ALL","3","q","3q",-0.0581330077903367,1,"BRCA"
"3392","3q24",-10.600353284866,-0.450152516714145,0.65269234441428,"con","ALL","3","q","3q",-0.105678959582637,1,"BRCA"
"3393","3q25.1",-7.41632135143612,-0.338466228772434,0.735078774846593,"con","ALL","3","q","3q",-0.0726693235065013,1,"BRCA"
"3394","3q25.2",-9.45937834135784,-0.42582146864169,0.670324223739083,"con","ALL","3","q","3q",-0.0951935273333542,1,"BRCA"
"3395","3q25.31",5.17938442183108,0.235786200313668,0.813644038544343,"con","ALL","3","q","3q",0.0518749498176231,1,"BRCA"
"3396","3q25.32",5.89752946075768,0.265998573735081,0.790291938016573,"con","ALL","3","q","3q",0.0581330077903367,1,"BRCA"
"3397","3q25.33",13.1656775136684,0.589003607318353,0.555984114238773,"con","ALL","3","q","3q",0.150691833122286,1,"BRCA"
"3398","3q26.1",15.2934915133642,0.692361612457094,0.488861620733591,"con","ALL","3","q","3q",0.187192245013928,1,"BRCA"
"3399","3q26.2",13.4653426736595,0.688375476552478,0.49136669896845,"con","ALL","3","q","3q",0.186162817444684,1,"BRCA"
"3400","3q26.31",15.23427334962,0.739305873729315,0.459884657255099,"con","ALL","3","q","3q",0.20186804902274,1,"BRCA"
"3401","3q26.32",14.3046791910749,0.770902233054148,0.440936354248994,"con","ALL","3","q","3q",0.213452707092221,1,"BRCA"
"3402","3q26.33",12.6321373950904,0.652858914847589,0.513988535824381,"con","ALL","3","q","3q",0.172996689777107,1,"BRCA"
"3403","3q27.1",9.98552143983233,0.485933680715537,0.627114431798051,"con","ALL","3","q","3q",0.115909558071124,1,"BRCA"
"3404","3q27.2",5.06676794670103,0.243725411665068,0.807490563306758,"con","ALL","3","q","3q",0.0534053168577505,1,"BRCA"
"3405","3q27.3",13.4710087985275,0.65604411102681,0.51193784842469,"con","ALL","3","q","3q",0.17332283511288,1,"BRCA"
"3406","3q28",8.70279116859562,0.425233886310099,0.670752331600762,"con","ALL","3","q","3q",0.0951935273333542,1,"BRCA"
"3407","3q29",7.68847118656939,0.391514996851525,0.695495146805012,"con","ALL","3","q","3q",0.0876949700885586,1,"BRCA"
"3408","4p16.3",-48.314435464002,-2.35708015677422,0.0185999955126222,"con","ALL","4","p","4p",-1.1802109066738,-1,"BRCA"
"3409","4p16.2",-49.3078302937224,-2.37116165034583,0.0179099227283567,"con","ALL","4","p","4p",-1.19081926442212,-1,"BRCA"
"3410","4p16.1",-51.3260610652561,-2.42069672508354,0.0156576701048077,"con","ALL","4","p","4p",-1.24136050044623,-1,"BRCA"
"3411","4p15.33",-56.8738131193398,-2.59248042094319,0.00965955839869829,"con","ALL","4","p","4p",-1.37352550876331,-1,"BRCA"
"3412","4p15.32",-56.632934474969,-2.61674189994534,0.00900342543442444,"con","ALL","4","p","4p",-1.3901459500847,-1,"BRCA"
"3413","4p15.31",-53.818906525082,-2.46407753838374,0.013894181441749,"con","ALL","4","p","4p",-1.27305128697579,-1,"BRCA"
"3414","4p15.2",-43.0576815406085,-1.95716538514934,0.0505896927914826,"con","ALL","4","p","4p",-0.878153632554408,-1,"BRCA"
"3415","4p15.1",-38.8488201994283,-1.70739685158005,0.0880405983158393,"con","ALL","4","p","4p",-0.700431970850939,-1,"BRCA"
"3416","4p14",-40.3562300481537,-1.80006510722186,0.0721340607563488,"con","ALL","4","p","4p",-0.756662660597079,-1,"BRCA"
"3417","4p13",-38.0716977069021,-1.71499512690212,0.0866378388924827,"con","ALL","4","p","4p",-0.704840386018736,-1,"BRCA"
"3418","4p12",-49.137704961046,-2.11638431436582,0.0345442799121274,"con","ALL","4","p","4p",-0.993039376924869,-1,"BRCA"
"3419","4p11",-16.6888924635245,-0.810147254243095,0.418037041081859,"con","ALL","4","p","4p",-0.230604815074504,-1,"BRCA"
"3420","4q12",-15.7463591267759,-0.694428611809423,0.487565337893029,"con","ALL","4","q","4q",-0.187192245013928,-1,"BRCA"
"3421","4q13.1",-27.3053510519879,-1.17142402370084,0.241691129123043,"con","ALL","4","q","4q",-0.396145986164502,-1,"BRCA"
"3422","4q13.2",-19.2660078335438,-0.899472594035532,0.368604886868154,"con","ALL","4","q","4q",-0.270784646760331,-1,"BRCA"
"3423","4q13.3",-0.731469641396827,-0.037046426592815,0.970454950287562,"con","ALL","4","q","4q",-0.00611720760996845,-1,"BRCA"
"3424","4q21.1",18.9006658677156,0.95917983375188,0.337686472165977,"con","ALL","4","q","4q",0.29512558089407,-1,"BRCA"
"3425","4q21.21",10.6635955300048,0.484690334621921,0.627995974098893,"con","ALL","4","q","4q",0.115909558071124,-1,"BRCA"
"3426","4q21.22",-7.00628896772567,-0.298260295218198,0.765562848957741,"con","ALL","4","q","4q",-0.0643054888270377,-1,"BRCA"
"3427","4q21.23",-9.87386388505923,-0.417283917269106,0.676555090340417,"con","ALL","4","q","4q",-0.0943233709364423,-1,"BRCA"
"3428","4q21.3",-20.9856145091561,-0.89542239625318,0.370764235026378,"con","ALL","4","q","4q",-0.269641915566162,-1,"BRCA"
"3429","4q22.1",-23.4796461089196,-0.978648265222387,0.327976679867237,"con","ALL","4","q","4q",-0.30698678272791,-1,"BRCA"
"3430","4q22.2",-17.8228639826155,-0.746335057709499,0.455630214664056,"con","ALL","4","q","4q",-0.204429768102848,-1,"BRCA"
"3431","4q22.3",-23.9484177417103,-0.990815995794597,0.322001126664065,"con","ALL","4","q","4q",-0.310083436524928,-1,"BRCA"
"3432","4q23",-40.2575330500508,-1.6956176218295,0.0902514257751883,"con","ALL","4","q","4q",-0.69330533523813,-1,"BRCA"
"3433","4q24",-52.9727650607928,-2.21141088407243,0.0272197660791716,"con","ALL","4","q","4q",-1.06361428616507,-1,"BRCA"
"3434","4q25",-59.7478055367811,-2.54140433132231,0.0111820997446071,"con","ALL","4","q","4q",-1.32844282504097,-1,"BRCA"
"3435","4q26",-49.4476851268498,-2.0858338525419,0.0372319011644287,"con","ALL","4","q","4q",-0.96522951419058,-1,"BRCA"
"3436","4q27",-53.3973084084648,-2.35546700907439,0.0186805172999463,"con","ALL","4","q","4q",-1.1802109066738,-1,"BRCA"
"3437","4q28.1",-61.0210279864847,-2.60308358102824,0.0093677259030144,"con","ALL","4","q","4q",-1.37970935814644,-1,"BRCA"
"3438","4q28.2",-57.0435473594198,-2.3976667628445,0.016671740893016,"con","ALL","4","q","4q",-1.21998886924023,-1,"BRCA"
"3439","4q28.3",-64.148604668951,-2.63692536080648,0.00848826124234487,"con","ALL","4","q","4q",-1.40788426954554,-1,"BRCA"
"3440","4q31.1",-59.7367832103058,-2.58003596049405,0.0100124014351678,"con","ALL","4","q","4q",-1.36263964861376,-1,"BRCA"
"3441","4q31.21",-50.5836109173215,-2.28436669719306,0.0225466025778962,"con","ALL","4","q","4q",-1.12260089104506,-1,"BRCA"
"3442","4q31.22",-47.3746437770533,-2.18153055629312,0.0293629008460393,"con","ALL","4","q","4q",-1.04250650695963,-1,"BRCA"
"3443","4q31.23",-47.1830977312427,-2.20012116546106,0.0280130725657179,"con","ALL","4","q","4q",-1.05494171552211,-1,"BRCA"
"3444","4q31.3",-65.1357508270649,-3.04730383275733,0.00236610627715216,"con","ALL","4","q","4q",-1.7803285508415,-1,"BRCA"
"3445","4q32.1",-71.3813270028095,-3.30321787071048,0.000987706036998035,"con","ALL","4","q","4q",-2.04528604045518,-1,"BRCA"
"3446","4q32.2",-69.7213271315641,-3.33302204445252,0.000888721493682513,"con","ALL","4","q","4q",-2.07431820022475,-1,"BRCA"
"3447","4q32.3",-69.5367917860686,-3.21482302931928,0.0013445920273989,"con","ALL","4","q","4q",-1.96118182295896,-1,"BRCA"
"3448","4q33",-72.5798599939435,-3.43650296700073,0.000612088105328578,"con","ALL","4","q","4q",-2.15688772295911,-1,"BRCA"
"3449","4q34.1",-69.7092913222508,-3.22490526554518,0.00129857268634192,"con","ALL","4","q","4q",-1.96118182295896,-1,"BRCA"
"3450","4q34.2",-64.0205666551944,-2.98296428519927,0.00291992921954053,"con","ALL","4","q","4q",-1.71819774556107,-1,"BRCA"
"3451","4q34.3",-74.1504112713312,-3.45924376356716,0.000563193879197384,"con","ALL","4","q","4q",-2.1625509674984,-1,"BRCA"
"3452","4q35.1",-77.8225585409547,-3.86304969256174,0.000118757889500905,"con","ALL","4","q","4q",-2.6317863439618,-1,"BRCA"
"3453","4q35.2",-84.844551891896,-4.52602762588031,6.68847443473693e-06,"con","ALL","4","q","4q",-3.5693678824482,-1,"BRCA"
"3454","5p15.33",-40.5674842154337,-2.3455397718979,0.019182799631646,"con","ALL","5","p","5p",-1.1762217432663,1,"BRCA"
"3455","5p15.32",-46.7397272948015,-2.43139675802607,0.0152052964776345,"con","ALL","5","p","5p",-1.24625127061716,1,"BRCA"
"3456","5p15.31",-48.4058198666696,-2.51968987691581,0.0118916180644068,"con","ALL","5","p","5p",-1.32377537557687,1,"BRCA"
"3457","5p15.2",-40.1364580140942,-2.19062928378614,0.028695414727864,"con","ALL","5","p","5p",-1.05082580028466,1,"BRCA"
"3458","5p15.1",-40.6362352122965,-2.23769783786633,0.0254474973478131,"con","ALL","5","p","5p",-1.08595988909313,1,"BRCA"
"3459","5p14.3",-40.3645557600058,-2.17403038507661,0.029923132638684,"con","ALL","5","p","5p",-1.03621735826682,1,"BRCA"
"3460","5p14.2",-42.5568703292467,-2.30683776607205,0.0212555766369595,"con","ALL","5","p","5p",-1.14276902392746,1,"BRCA"
"3461","5p14.1",-31.4126369445571,-1.71486436549047,0.0866618257297012,"con","ALL","5","p","5p",-0.704840386018736,1,"BRCA"
"3462","5p13.3",-33.0632401766889,-1.77480847404589,0.0762159147009726,"con","ALL","5","p","5p",-0.73924919290843,1,"BRCA"
"3463","5p13.2",-37.7093369485793,-2.0556257964025,0.040062666700713,"con","ALL","5","p","5p",-0.951822946985933,1,"BRCA"
"3464","5p13.1",-45.423617299105,-2.34912026256379,0.019000293019191,"con","ALL","5","p","5p",-1.1766324955946,1,"BRCA"
"3465","5p12",-52.3718552147589,-2.72090088127697,0.00661682156558122,"con","ALL","5","p","5p",-1.48785938296796,1,"BRCA"
"3466","5q11.1",-61.8545395521723,-3.36582337574268,0.000790473226551107,"con","ALL","5","q","5q",-2.09652370596087,1,"BRCA"
"3467","5q11.2",-53.1011529458445,-2.82620593016718,0.00479862720736507,"con","ALL","5","q","5q",-1.57391594837472,-1,"BRCA"
"3468","5q12.1",-69.6180136797899,-3.64142853473434,0.00028420777506746,"con","ALL","5","q","5q",-2.35603234708869,-1,"BRCA"
"3469","5q12.3",-72.6216559083116,-3.7930516116167,0.000157200511078644,"con","ALL","5","q","5q",-2.56930886247893,-1,"BRCA"
"3470","5q13.1",-68.4864381018184,-3.50019988932487,0.000484202066276626,"con","ALL","5","q","5q",-2.20899885436699,-1,"BRCA"
"3471","5q13.2",-60.6253568759686,-3.1605736273583,0.00161913468233193,"con","ALL","5","q","5q",-1.9014153218961,-1,"BRCA"
"3472","5q13.3",-75.4611067191425,-3.88223859698378,0.00010988476850026,"con","ALL","5","q","5q",-2.65478745195587,-1,"BRCA"
"3473","5q14.1",-80.6463455580557,-4.06181416886205,5.22741973412439e-05,"con","ALL","5","q","5q",-2.88052756346977,-1,"BRCA"
"3474","5q14.2",-85.1478662376006,-4.27070018950576,2.12312268762384e-05,"con","ALL","5","q","5q",-3.18166321495851,-1,"BRCA"
"3475","5q14.3",-94.0462887701455,-4.73730510275026,2.45956557536259e-06,"con","ALL","5","q","5q",-3.9580790573671,-1,"BRCA"
"3476","5q15",-91.0639172380191,-4.58743728988581,5.02169953301095e-06,"con","ALL","5","q","5q",-3.67156783545008,-1,"BRCA"
"3477","5q21.1",-84.0418898983008,-4.35387510482496,1.46681754686931e-05,"con","ALL","5","q","5q",-3.30750010332007,-1,"BRCA"
"3478","5q21.2",-86.0326576465264,-4.48651333317007,8.02857732132311e-06,"con","ALL","5","q","5q",-3.51124565861388,-1,"BRCA"
"3479","5q21.3",-84.7707928997311,-4.35664038560163,1.44873834604165e-05,"con","ALL","5","q","5q",-3.30750010332007,-1,"BRCA"
"3480","5q22.1",-85.136103115038,-4.24406640418044,2.38685117454628e-05,"con","ALL","5","q","5q",-3.14720338172515,-1,"BRCA"
"3481","5q22.2",-77.5776646275736,-3.82589237329921,0.000137896820451287,"con","ALL","5","q","5q",-2.59097624328023,-1,"BRCA"
"3482","5q22.3",-76.5166492945294,-3.82005736792114,0.000141154602103346,"con","ALL","5","q","5q",-2.59097624328023,-1,"BRCA"
"3483","5q23.1",-75.5014439913898,-3.73511958375642,0.000197600897892854,"con","ALL","5","q","5q",-2.48807212454557,-1,"BRCA"
"3484","5q23.2",-76.1529952874105,-3.79824223432198,0.00015398876440644,"con","ALL","5","q","5q",-2.56930886247893,-1,"BRCA"
"3485","5q23.3",-78.4656319527855,-3.92529633822258,9.22005750909212e-05,"con","ALL","5","q","5q",-2.68523382903617,-1,"BRCA"
"3486","5q31.1",-73.4156710128257,-3.58970837743101,0.000346168963047872,"con","ALL","5","q","5q",-2.3025648580606,-1,"BRCA"
"3487","5q31.2",-60.9745117705804,-2.9042127572791,0.0037580296403713,"con","ALL","5","q","5q",-1.64255639801193,-1,"BRCA"
"3488","5q31.3",-55.5213957773637,-2.6764730461775,0.00755473940557403,"con","ALL","5","q","5q",-1.4458943912652,-1,"BRCA"
"3489","5q32",-68.1876750881831,-3.26965116921277,0.00111137472555295,"con","ALL","5","q","5q",-2.00684583450869,-1,"BRCA"
"3490","5q33.1",-63.6033378747768,-3.0864387354121,0.00207817647820747,"con","ALL","5","q","5q",-1.83288738456945,-1,"BRCA"
"3491","5q33.2",-58.3299232621447,-2.8607145848419,0.00430972046494642,"con","ALL","5","q","5q",-1.60223065637837,-1,"BRCA"
"3492","5q33.3",-51.8593191443766,-2.52266506664875,0.0117920979329815,"con","ALL","5","q","5q",-1.32377537557687,-1,"BRCA"
"3493","5q34",-43.5437929504546,-2.13239714275459,0.0332031083101099,"con","ALL","5","q","5q",-1.00518486518948,-1,"BRCA"
"3494","5q35.1",-28.740467775771,-1.43690692996493,0.151038974201821,"con","ALL","5","q","5q",-0.530525982447114,1,"BRCA"
"3495","5q35.2",-28.6322833846146,-1.4320940650054,0.152411151304744,"con","ALL","5","q","5q",-0.528696311178075,1,"BRCA"
"3496","5q35.3",-26.3546397196461,-1.29554198275779,0.1954148510101,"con","ALL","5","q","5q",-0.457845827141192,1,"BRCA"
"3497","6p25.3",10.3475545381362,0.577885264733098,0.563464088887907,"con","ALL","6","p","6p",0.14761939443066,1,"BRCA"
"3498","6p25.2",7.65675718868444,0.409859547425953,0.681991640649001,"con","ALL","6","p","6p",0.0936702814240303,1,"BRCA"
"3499","6p25.1",3.88738096716385,0.209254001423873,0.834290089380982,"con","ALL","6","p","6p",0.0433366873704837,1,"BRCA"
"3500","6p24.3",1.40086975134632,0.0762562240823713,0.939229615169667,"con","ALL","6","p","6p",0.0140999332477348,1,"BRCA"
"3501","6p24.2",-0.356578176537669,-0.0207721839804123,0.983431288854596,"con","ALL","6","p","6p",-0.00343324244946971,1,"BRCA"
"3502","6p24.1",1.74008644175478,0.0970570761214453,0.922699381082249,"con","ALL","6","p","6p",0.0195843258843936,1,"BRCA"
"3503","6p23",9.04393805498406,0.517460441244321,0.604942538134056,"con","ALL","6","p","6p",0.128854673424685,1,"BRCA"
"3504","6p22.3",-6.36021949374402,-0.321716514525428,0.747730775541527,"con","ALL","6","p","6p",-0.0702842354318362,1,"BRCA"
"3505","6p22.2",-10.8331961501436,-0.533465626979775,0.593822924301556,"con","ALL","6","p","6p",-0.132921355485633,1,"BRCA"
"3506","6p22.1",-13.5281511315032,-0.639671856465986,0.522523916273874,"con","ALL","6","p","6p",-0.167249434024157,1,"BRCA"
"3507","6p21.33",-4.0775973503626,-0.194951508120142,0.845468198700901,"con","ALL","6","p","6p",-0.0413083922151714,1,"BRCA"
"3508","6p21.32",-5.07617528907438,-0.236741658420396,0.812902869850766,"con","ALL","6","p","6p",-0.0518749498176231,1,"BRCA"
"3509","6p21.31",-1.27145445157725,-0.0595862093234464,0.952496412543865,"con","ALL","6","p","6p",-0.0101267137246334,1,"BRCA"
"3510","6p21.2",-8.61724058416683,-0.423116568536171,0.672295879783374,"con","ALL","6","p","6p",-0.0951935273333542,1,"BRCA"
"3511","6p21.1",-5.94812792101458,-0.33241117113237,0.739644403561269,"con","ALL","6","p","6p",-0.0726693235065013,1,"BRCA"
"3512","6p12.3",6.63971370572705,0.347318057133748,0.728421203315331,"con","ALL","6","p","6p",0.0751378018104793,1,"BRCA"
"3513","6p12.2",19.7818645741972,1.05400825227532,0.292118874488365,"con","ALL","6","p","6p",0.343049537710533,1,"BRCA"
"3514","6p12.1",14.0258734952578,0.722400271420687,0.470207460839491,"con","ALL","6","p","6p",0.195445979605942,1,"BRCA"
"3515","6p11.2",7.77632821600184,0.414897165625009,0.678300983429562,"con","ALL","6","p","6p",0.0941122857513553,1,"BRCA"
"3516","6q11.1",4.9056940066515,0.267772861050956,0.788926158120141,"con","ALL","6","q","6q",0.0581330077903367,1,"BRCA"
"3517","6q12",15.1034669052376,0.807145257056948,0.419763529225727,"con","ALL","6","q","6q",0.229572147990328,-1,"BRCA"
"3518","6q13",22.1386647849293,1.21869470257339,0.223230730629187,"con","ALL","6","q","6q",0.41838479118378,-1,"BRCA"
"3519","6q14.1",22.8520620793259,1.19548870706624,0.23216302070072,"con","ALL","6","q","6q",0.407299809019364,-1,"BRCA"
"3520","6q14.2",7.37633382940476,0.410341972170432,0.681637875122731,"con","ALL","6","q","6q",0.0936702814240303,-1,"BRCA"
"3521","6q14.3",14.0416208458267,0.800203199586423,0.423772035866679,"con","ALL","6","q","6q",0.22770847652539,-1,"BRCA"
"3522","6q15",27.1989068048273,1.56723406264279,0.117357887301808,"con","ALL","6","q","6q",0.609613405046654,-1,"BRCA"
"3523","6q16.1",37.018597791192,2.24857513616591,0.0247439231865877,"con","ALL","6","q","6q",1.09371229697441,-1,"BRCA"
"3524","6q16.2",40.3243937728555,2.56250867592258,0.0105288532713463,"con","ALL","6","q","6q",1.3523172519823,-1,"BRCA"
"3525","6q16.3",34.1234036072925,2.34086203616378,0.019423546356654,"con","ALL","6","q","6q",1.17269235279851,-1,"BRCA"
"3526","6q21",25.1735752965244,1.72641102217775,0.0845643164240552,"con","ALL","6","q","6q",0.706807290388101,-1,"BRCA"
"3527","6q22.1",27.4889794948417,1.75529376381983,0.0794973741196936,"con","ALL","6","q","6q",0.724791091538699,-1,"BRCA"
"3528","6q22.31",25.1173629505397,1.52596574658116,0.127316137166328,"con","ALL","6","q","6q",0.583719011593642,-1,"BRCA"
"3529","6q22.32",22.663656545036,1.38312442155185,0.166917423196828,"con","ALL","6","q","6q",0.501591161589778,-1,"BRCA"
"3530","6q22.33",14.3010887253078,0.872198129625401,0.383297442423659,"con","ALL","6","q","6q",0.261408140771532,-1,"BRCA"
"3531","6q23.1",18.9594157295976,1.21806053422166,0.223471511084572,"con","ALL","6","q","6q",0.41838479118378,-1,"BRCA"
"3532","6q23.2",24.0648905294541,1.44654404702372,0.148319737252087,"con","ALL","6","q","6q",0.535550674118482,-1,"BRCA"
"3533","6q23.3",24.5371490265619,1.42933335151796,0.153202524322687,"con","ALL","6","q","6q",0.527492367582629,-1,"BRCA"
"3534","6q24.1",29.8760338891484,1.79136126935959,0.073520000329304,"con","ALL","6","q","6q",0.750059261834271,-1,"BRCA"
"3535","6q24.2",18.6470491320183,1.12378761954545,0.261357092476361,"con","ALL","6","q","6q",0.372787056837107,-1,"BRCA"
"3536","6q24.3",13.959741982448,0.841828767196472,0.40007333028397,"con","ALL","6","q","6q",0.245372550244674,-1,"BRCA"
"3537","6q25.1",8.69938226376937,0.534711606943875,0.592961221563154,"con","ALL","6","q","6q",0.132921355485633,-1,"BRCA"
"3538","6q25.2",15.9624144175697,0.955397078730334,0.339594349914761,"con","ALL","6","q","6q",0.294293267431801,-1,"BRCA"
"3539","6q25.3",11.0806441379252,0.630271567177572,0.528652510783362,"con","ALL","6","q","6q",0.164829871521342,-1,"BRCA"
"3540","6q26",4.08134977918745,0.238372828900283,0.81163792510789,"con","ALL","6","q","6q",0.0518749498176231,-1,"BRCA"
"3541","6q27",-0.00755978661241975,-0.000446504236373571,0.999643825030502,"con","ALL","6","q","6q",-0.000154712377819047,-1,"BRCA"
"3542","7p22.3",25.776355765432,1.3252589777933,0.18537030649047,"con","ALL","7","p","7p",0.473984801180373,1,"BRCA"
"3543","7p22.2",29.8719442320311,1.52530797018939,0.127480033352797,"con","ALL","7","p","7p",0.583719011593642,1,"BRCA"
"3544","7p22.1",24.1030421596248,1.15956271139113,0.246487525421781,"con","ALL","7","p","7p",0.390183003174846,1,"BRCA"
"3545","7p21.3",13.8970235274699,0.663864264204648,0.506921281540374,"con","ALL","7","p","7p",0.176892805203739,1,"BRCA"
"3546","7p21.2",-7.39136100945044,-0.366294670303579,0.714218164159671,"con","ALL","7","p","7p",-0.0807792950636786,1,"BRCA"
"3547","7p21.1",-10.338087233076,-0.539966966109632,0.589333017705924,"con","ALL","7","p","7p",-0.134142797378877,1,"BRCA"
"3548","7p15.3",-22.3813564439832,-1.22849925654909,0.219531776122437,"con","ALL","7","p","7p",-0.424265425056687,1,"BRCA"
"3549","7p15.2",-14.3946930295623,-0.71618278589123,0.474035938893623,"con","ALL","7","p","7p",-0.193099949105974,1,"BRCA"
"3550","7p15.1",-21.3902637879084,-1.12669502942675,0.260125961481022,"con","ALL","7","p","7p",-0.373295527507849,1,"BRCA"
"3551","7p14.3",-20.0090915131591,-0.997058017838542,0.318963468985786,"con","ALL","7","p","7p",-0.31337968424621,1,"BRCA"
"3552","7p14.2",3.42191708982289,0.166110983524002,0.868101228399115,"con","ALL","7","p","7p",0.0370495587683734,1,"BRCA"
"3553","7p14.1",-5.79132237067931,-0.264477371136565,0.791463416733189,"con","ALL","7","p","7p",-0.0581330077903367,1,"BRCA"
"3554","7p13",-17.1083279285759,-0.81749893952352,0.413826717355624,"con","ALL","7","p","7p",-0.234242460963802,1,"BRCA"
"3555","7p12.3",-16.1698379383901,-0.732213432278497,0.464199862722787,"con","ALL","7","p","7p",-0.199281657231245,1,"BRCA"
"3556","7p12.2",-6.86890448791188,-0.318916512446752,0.749852535574227,"con","ALL","7","p","7p",-0.0702842354318362,1,"BRCA"
"3557","7p12.1",-8.92697403680035,-0.412222599631763,0.680259467219098,"con","ALL","7","p","7p",-0.0936702814240303,1,"BRCA"
"3558","7p11.2",-6.10683525485378,-0.312862926067755,0.754446231725994,"con","ALL","7","p","7p",-0.0697348762859664,1,"BRCA"
"3559","7q11.21",10.311904199408,0.422660685105803,0.672628405207088,"con","ALL","7","q","7q",0.0951935273333542,1,"BRCA"
"3560","7q11.22",15.4290328770009,0.692799987113424,0.488586546377955,"con","ALL","7","q","7q",0.187192245013928,1,"BRCA"
"3561","7q11.23",21.7378195078833,0.924304050600535,0.355537998772564,"con","ALL","7","q","7q",0.282351279083192,1,"BRCA"
"3562","7q21.11",14.2683893385609,0.628689655696966,0.52968744162362,"con","ALL","7","q","7q",0.164829871521342,1,"BRCA"
"3563","7q21.12",3.84562848472313,0.172441310247937,0.863123453593529,"con","ALL","7","q","7q",0.0380483977674233,1,"BRCA"
"3564","7q21.13",6.18701189076923,0.282944589275458,0.777274453056552,"con","ALL","7","q","7q",0.0609870733254883,1,"BRCA"
"3565","7q21.2",5.79729735397928,0.264063399627992,0.791782298130229,"con","ALL","7","q","7q",0.0581330077903367,1,"BRCA"
"3566","7q21.3",6.529663613674,0.293813767745331,0.768957624096017,"con","ALL","7","q","7q",0.0638752999604078,1,"BRCA"
"3567","7q22.1",6.83895519408111,0.319844068185002,0.74914944997983,"con","ALL","7","q","7q",0.0702842354318362,1,"BRCA"
"3568","7q22.2",-6.59875980490972,-0.329367937448411,0.741942545372979,"con","ALL","7","q","7q",-0.0720993836086248,1,"BRCA"
"3569","7q22.3",2.20252978529528,0.105040642616415,0.916363393887185,"con","ALL","7","q","7q",0.0214589474192951,1,"BRCA"
"3570","7q31.1",-0.046381264159997,-0.00217157589283582,0.998267742315459,"con","ALL","7","q","7q",-0.000213800867226461,1,"BRCA"
"3571","7q31.2",-6.86716566901709,-0.334292635676412,0.738224750607036,"con","ALL","7","q","7q",-0.0726693235065013,1,"BRCA"
"3572","7q31.31",-19.9225382928373,-0.9473055180273,0.343698615257461,"con","ALL","7","q","7q",-0.291068621219782,1,"BRCA"
"3573","7q31.32",-15.7424488036956,-0.763739160677149,0.445192335219397,"con","ALL","7","q","7q",-0.210785834381496,1,"BRCA"
"3574","7q31.33",-9.9442806044008,-0.502541279048103,0.615391011344738,"con","ALL","7","q","7q",-0.123399224315714,1,"BRCA"
"3575","7q32.1",-3.92312538662193,-0.199092779164783,0.842228279057231,"con","ALL","7","q","7q",-0.0413083922151714,1,"BRCA"
"3576","7q32.2",2.325248362893,0.117489216855825,0.906494604180804,"con","ALL","7","q","7q",0.0250406955333971,1,"BRCA"
"3577","7q32.3",-0.400214013838184,-0.0198154548205626,0.984194311288252,"con","ALL","7","q","7q",-0.00343324244946971,1,"BRCA"
"3578","7q33",0.287733104868802,0.0140473945492461,0.988794807790685,"con","ALL","7","q","7q",0.00327432622417189,1,"BRCA"
"3579","7q34",-2.35232728313451,-0.11802988648867,0.906066296626197,"con","ALL","7","q","7q",-0.0250406955333971,1,"BRCA"
"3580","7q35",-5.09892591943273,-0.264670914391472,0.791314342747992,"con","ALL","7","q","7q",-0.0581330077903367,1,"BRCA"
"3581","7q36.1",-7.66615669148979,-0.399888923148782,0.689318746171524,"con","ALL","7","q","7q",-0.0903009705284183,1,"BRCA"
